Date(d.m.y);Temperature (°F);Dew Point (°F);Humidity (%);Wind Speed (mph);Pressure (in);;;;;;;;;;;;;;;;;;;;;;
21.05.2019;74.8;64.3;71.7;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
22.05.2019;77.5;64.9;68.7;4.9;29.9;;;;;;;;;;;;;;;;;;;;;;
23.05.2019;79.5;64.4;63.9;2.9;29.8;;;;;;;;;;;;;;;;;;;;;;
24.05.2019;82.6;58.0;47.8;5.0;29.6;;;;;;;;;;;;;;;;;;;;;;
25.05.2019;73.9;63.1;69.8;7.7;29.8;;;;;;;;;;;;;;;;;;;;;;
26.05.2019;72.6;62.1;70.8;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
27.05.2019;78.2;58.2;56.6;3.8;29.8;;;;;;;;;;;;;;;;;;;;;;
28.05.2019;82.7;56.6;45.2;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
29.05.2019;83.8;63.0;53.5;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
30.05.2019;84.3;63.2;52.6;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
31.05.2019;79.8;69.0;70.5;3.8;29.7;;;;;;;;;;;;;;;;;;;;;;
1.06.2019;80.5;67.2;67.5;4.0;29.7;;;;;;;;;;;;;;;;;;;;;;
2.06.2019;79.0;68.8;72.5;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
3.06.2019;79.0;70.1;75.2;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
4.06.2019;79.5;70.9;75.1;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
5.06.2019;79.3;66.6;66.3;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
6.06.2019;78.8;65.5;66.8;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
7.06.2019;78.3;60.9;59.9;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
8.06.2019;80.6;59.5;53.3;3.9;29.7;;;;;;;;;;;;;;;;;;;;;;
9.06.2019;80.7;66.5;64.8;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
10.06.2019;79.1;70.8;75.8;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
11.06.2019;78.3;67.1;69.2;7.4;29.7;;;;;;;;;;;;;;;;;;;;;;
12.06.2019;77.3;67.5;72.6;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
13.06.2019;77.3;68.0;74.2;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
14.06.2019;76.8;67.3;74.1;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
15.06.2019;77.3;67.2;72.8;4.4;29.6;;;;;;;;;;;;;;;;;;;;;;
16.06.2019;79.5;70.7;75.0;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
17.06.2019;78.7;71.0;77.4;7.0;29.7;;;;;;;;;;;;;;;;;;;;;;
18.06.2019;77.2;69.2;76.3;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
19.06.2019;78.4;69.4;74.8;6.4;29.7;;;;;;;;;;;;;;;;;;;;;;
20.06.2019;75.7;70.0;82.7;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
21.06.2019;78.6;69.5;74.5;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
22.06.2019;80.2;72.3;77.4;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
23.06.2019;81.5;73.1;77.6;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
24.06.2019;83.0;74.3;77.3;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
25.06.2019;84.5;75.2;76.2;4.6;29.7;;;;;;;;;;;;;;;;;;;;;;
26.06.2019;84.3;76.2;79.3;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
27.06.2019;84.0;75.7;77.6;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
28.06.2019;83.2;74.7;77.2;7.6;29.6;;;;;;;;;;;;;;;;;;;;;;
29.06.2019;83.4;74.5;76.4;6.8;29.5;;;;;;;;;;;;;;;;;;;;;;
30.06.2019;84.0;66.5;59.4;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
1.07.2019;83.8;47.4;31.9;10.5;29.7;;;;;;;;;;;;;;;;;;;;;;
2.07.2019;80.6;67.8;66.0;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
3.07.2019;80.6;71.6;75.3;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
4.07.2019;81.6;72.3;74.8;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
5.07.2019;81.5;73.0;77.5;5.2;29.6;;;;;;;;;;;;;;;;;;;;;;
6.07.2019;82.9;73.1;74.2;5.2;29.5;;;;;;;;;;;;;;;;;;;;;;
7.07.2019;82.9;73.5;75.6;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
8.07.2019;84.2;74.5;74.9;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
9.07.2019;83.6;74.5;76.3;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
10.07.2019;83.0;74.6;77.8;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
11.07.2019;83.5;75.3;77.9;6.3;29.5;;;;;;;;;;;;;;;;;;;;;;
12.07.2019;82.8;72.5;72.9;8.4;29.5;;;;;;;;;;;;;;;;;;;;;;
13.07.2019;79.1;70.5;75.4;7.3;29.6;;;;;;;;;;;;;;;;;;;;;;
14.07.2019;79.7;71.2;75.9;7.7;29.6;;;;;;;;;;;;;;;;;;;;;;
15.07.2019;79.9;70.7;74.5;7.1;29.6;;;;;;;;;;;;;;;;;;;;;;
16.07.2019;80.3;70.2;72.2;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
17.07.2019;81.8;69.7;68.7;4.9;29.5;;;;;;;;;;;;;;;;;;;;;;
18.07.2019;78.5;71.8;79.8;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
19.07.2019;81.0;71.5;74.5;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
20.07.2019;82.2;73.0;75.8;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
21.07.2019;83.3;73.1;73.5;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
22.07.2019;84.2;72.1;69.9;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
23.07.2019;84.0;73.3;73.0;5.3;29.5;;;;;;;;;;;;;;;;;;;;;;
24.07.2019;83.6;74.7;76.6;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
25.07.2019;83.7;73.9;74.6;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
26.07.2019;84.1;72.0;70.1;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
27.07.2019;84.1;73.6;73.0;6.3;29.5;;;;;;;;;;;;;;;;;;;;;;
28.07.2019;83.9;74.5;75.2;5.7;29.5;;;;;;;;;;;;;;;;;;;;;;
29.07.2019;84.0;74.1;74.3;5.1;29.6;;;;;;;;;;;;;;;;;;;;;;
30.07.2019;83.3;74.5;76.7;4.8;29.6;;;;;;;;;;;;;;;;;;;;;;
31.07.2019;84.0;75.5;77.2;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
1.08.2019;84.3;75.4;76.8;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
2.08.2019;83.4;74.1;75.6;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
3.08.2019;84.3;75.8;77.3;6.6;29.6;;;;;;;;;;;;;;;;;;;;;;
4.08.2019;84.7;76.0;76.6;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
5.08.2019;85.5;76.3;75.4;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
6.08.2019;85.5;74.8;72.9;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
7.08.2019;85.0;70.0;64.8;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
8.08.2019;83.9;71.0;68.1;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
9.08.2019;83.5;72.5;72.0;5.0;29.6;;;;;;;;;;;;;;;;;;;;;;
10.08.2019;84.4;74.2;73.5;4.8;29.6;;;;;;;;;;;;;;;;;;;;;;
11.08.2019;84.2;73.4;73.0;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
12.08.2019;85.4;74.2;72.4;4.4;29.6;;;;;;;;;;;;;;;;;;;;;;
13.08.2019;85.3;76.1;75.8;4.7;29.6;;;;;;;;;;;;;;;;;;;;;;
14.08.2019;85.8;77.8;77.7;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
15.08.2019;83.8;76.0;78.2;7.4;29.6;;;;;;;;;;;;;;;;;;;;;;
16.08.2019;82.9;71.8;72.0;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
17.08.2019;84.6;75.6;75.9;6.6;29.6;;;;;;;;;;;;;;;;;;;;;;
18.08.2019;84.0;74.2;74.5;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
19.08.2019;82.8;70.2;67.8;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
20.08.2019;81.4;69.2;67.7;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
21.08.2019;82.9;69.8;66.1;6.9;29.7;;;;;;;;;;;;;;;;;;;;;;
22.08.2019;84.2;71.3;67.4;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
23.08.2019;85.7;69.3;62.0;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
24.08.2019;87.7;66.0;54.5;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
25.08.2019;86.2;74.7;71.1;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
26.08.2019;85.7;76.0;74.7;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
27.08.2019;86.0;75.7;73.1;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
28.08.2019;85.5;74.7;74.0;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
29.08.2019;85.0;75.5;75.5;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
30.08.2019;84.7;75.3;75.3;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
31.08.2019;85.3;74.4;72.1;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
1.09.2019;85.3;74.6;72.9;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
2.09.2019;85.4;73.5;70.6;7.0;29.6;;;;;;;;;;;;;;;;;;;;;;
3.09.2019;83.3;73.7;74.7;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
4.09.2019;82.9;73.5;75.1;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
5.09.2019;83.8;73.1;72.2;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
6.09.2019;82.2;72.7;74.8;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
7.09.2019;80.9;71.5;74.2;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
8.09.2019;83.2;69.8;67.8;6.3;29.7;;;;;;;;;;;;;;;;;;;;;;
9.09.2019;82.5;66.3;61.7;6.3;29.7;;;;;;;;;;;;;;;;;;;;;;
10.09.2019;81.2;67.5;66.0;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
11.09.2019;82.2;71.2;72.3;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
12.09.2019;82.0;69.1;68.6;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
13.09.2019;81.7;69.0;68.8;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
14.09.2019;83.0;70.0;68.7;4.2;29.7;;;;;;;;;;;;;;;;;;;;;;
15.09.2019;82.5;62.3;53.5;6.9;29.7;;;;;;;;;;;;;;;;;;;;;;
16.09.2019;79.1;63.5;60.0;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
17.09.2019;79.0;63.2;59.7;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
18.09.2019;80.8;62.3;59.0;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
19.09.2019;80.6;60.2;56.2;4.1;29.8;;;;;;;;;;;;;;;;;;;;;;
20.09.2019;78.9;66.1;67.8;7.0;29.8;;;;;;;;;;;;;;;;;;;;;;
21.09.2019;79.7;60.2;56.2;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
22.09.2019;76.3;42.8;33.8;9.0;29.8;;;;;;;;;;;;;;;;;;;;;;
23.09.2019;74.2;49.6;47.9;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
24.09.2019;76.2;61.2;61.4;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
25.09.2019;76.5;64.9;69.8;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
26.09.2019;77.7;67.5;73.2;4.2;29.8;;;;;;;;;;;;;;;;;;;;;;
27.09.2019;78.5;68.7;73.9;4.5;29.8;;;;;;;;;;;;;;;;;;;;;;
28.09.2019;79.8;68.4;70.2;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
29.09.2019;79.1;65.3;67.3;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
30.09.2019;78.0;67.1;71.7;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
1.10.2019;78.3;66.8;70.3;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
2.10.2019;78.1;68.2;74.1;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
3.10.2019;77.5;67.1;71.9;7.1;29.8;;;;;;;;;;;;;;;;;;;;;;
4.10.2019;77.3;67.6;73.6;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
5.10.2019;75.9;66.2;73.8;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
6.10.2019;76.7;65.5;70.2;9.2;29.7;;;;;;;;;;;;;;;;;;;;;;
7.10.2019;73.0;65.8;79.0;8.8;29.8;;;;;;;;;;;;;;;;;;;;;;
8.10.2019;75.5;62.8;69.0;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
9.10.2019;74.9;57.2;60.0;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
10.10.2019;75.8;63.8;69.1;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
11.10.2019;75.7;63.9;70.6;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
12.10.2019;79.6;55.2;51.8;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
13.10.2019;82.4;42.5;27.7;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
14.10.2019;84.1;48.0;29.9;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
15.10.2019;82.9;53.2;38.5;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
16.10.2019;81.6;57.6;45.6;6.7;29.9;;;;;;;;;;;;;;;;;;;;;;
17.10.2019;75.9;61.1;61.8;7.8;29.9;;;;;;;;;;;;;;;;;;;;;;
18.10.2019;74.3;62.2;69.5;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
19.10.2019;73.9;66.2;79.0;4.9;29.9;;;;;;;;;;;;;;;;;;;;;;
20.10.2019;74.5;65.5;75.1;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
21.10.2019;71.8;59.8;67.8;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
22.10.2019;72.3;56.8;59.7;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
23.10.2019;73.9;52.4;49.0;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
24.10.2019;76.3;52.8;45.4;8.2;29.8;;;;;;;;;;;;;;;;;;;;;;
25.10.2019;75.9;54.0;48.4;6.3;29.8;;;;;;;;;;;;;;;;;;;;;;
26.10.2019;73.2;54.9;55.7;3.7;29.8;;;;;;;;;;;;;;;;;;;;;;
27.10.2019;71.9;51.9;52.1;7.5;29.8;;;;;;;;;;;;;;;;;;;;;;
28.10.2019;66.5;57.8;75.2;8.7;29.8;;;;;;;;;;;;;;;;;;;;;;
29.10.2019;67.3;55.8;68.9;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
30.10.2019;68.5;59.6;75.2;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
31.10.2019;68.1;60.5;78.6;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
1.11.2019;65.9;61.0;84.9;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
2.11.2019;64.8;48.3;59.6;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
3.11.2019;63.3;44.9;57.0;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
4.11.2019;65.8;45.9;51.5;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
5.11.2019;68.0;47.9;51.9;3.7;30.0;;;;;;;;;;;;;;;;;;;;;;
6.11.2019;69.3;48.1;51.1;3.4;29.9;;;;;;;;;;;;;;;;;;;;;;
7.11.2019;69.0;47.7;50.5;3.2;29.9;;;;;;;;;;;;;;;;;;;;;;
8.11.2019;69.7;46.8;47.8;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
9.11.2019;70.2;45.4;44.3;4.0;29.9;;;;;;;;;;;;;;;;;;;;;;
10.11.2019;70.9;45.0;41.6;4.0;29.9;;;;;;;;;;;;;;;;;;;;;;
11.11.2019;70.3;45.0;43.9;4.0;30.0;;;;;;;;;;;;;;;;;;;;;;
12.11.2019;68.1;40.6;41.3;4.3;30.0;;;;;;;;;;;;;;;;;;;;;;
13.11.2019;67.3;35.7;34.9;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
14.11.2019;72.6;43.0;34.8;8.4;29.9;;;;;;;;;;;;;;;;;;;;;;
15.11.2019;70.1;53.7;57.8;10.7;29.9;;;;;;;;;;;;;;;;;;;;;;
16.11.2019;67.5;53.0;66.0;4.9;29.9;;;;;;;;;;;;;;;;;;;;;;
17.11.2019;64.1;45.4;55.1;3.6;30.0;;;;;;;;;;;;;;;;;;;;;;
18.11.2019;60.4;40.5;54.0;3.7;30.1;;;;;;;;;;;;;;;;;;;;;;
19.11.2019;58.8;41.5;57.6;3.5;30.1;;;;;;;;;;;;;;;;;;;;;;
20.11.2019;58.7;41.6;58.5;4.2;30.0;;;;;;;;;;;;;;;;;;;;;;
21.11.2019;59.1;47.5;67.4;4.5;30.0;;;;;;;;;;;;;;;;;;;;;;
22.11.2019;57.8;41.2;57.7;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
23.11.2019;58.6;33.4;42.8;3.7;30.0;;;;;;;;;;;;;;;;;;;;;;
24.11.2019;61.2;32.5;35.6;4.9;30.0;;;;;;;;;;;;;;;;;;;;;;
25.11.2019;59.6;34.7;41.1;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
26.11.2019;66.4;36.0;33.8;9.8;29.2;;;;;;;;;;;;;;;;;;;;;;
27.11.2019;57.8;50.7;77.3;9.9;29.8;;;;;;;;;;;;;;;;;;;;;;
28.11.2019;57.4;50.3;79.1;2.5;30.0;;;;;;;;;;;;;;;;;;;;;;
29.11.2019;58.0;54.3;87.7;4.2;30.0;;;;;;;;;;;;;;;;;;;;;;
30.11.2019;60.8;58.8;93.3;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
1.12.2019;59.9;57.3;91.3;3.5;29.9;;;;;;;;;;;;;;;;;;;;;;
2.12.2019;58.5;40.6;55.3;6.6;29.9;;;;;;;;;;;;;;;;;;;;;;
3.12.2019;53.8;40.9;65.2;3.2;30.0;;;;;;;;;;;;;;;;;;;;;;
4.12.2019;54.3;44.8;71.7;3.3;30.0;;;;;;;;;;;;;;;;;;;;;;
5.12.2019;57.8;42.8;61.8;8.6;29.9;;;;;;;;;;;;;;;;;;;;;;
6.12.2019;56.4;34.3;43.7;5.3;30.0;;;;;;;;;;;;;;;;;;;;;;
7.12.2019;52.4;38.9;62.9;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
8.12.2019;54.3;43.8;69.2;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
9.12.2019;53.8;45.5;74.3;8.3;29.9;;;;;;;;;;;;;;;;;;;;;;
10.12.2019;55.0;45.6;72.3;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
11.12.2019;56.5;44.4;65.0;9.1;29.9;;;;;;;;;;;;;;;;;;;;;;
12.12.2019;54.1;47.3;78.5;10.6;29.8;;;;;;;;;;;;;;;;;;;;;;
13.12.2019;53.1;49.2;87.9;9.1;29.8;;;;;;;;;;;;;;;;;;;;;;
14.12.2019;54.1;51.4;91.4;9.2;29.8;;;;;;;;;;;;;;;;;;;;;;
15.12.2019;56.3;50.5;83.3;5.9;30.0;;;;;;;;;;;;;;;;;;;;;;
16.12.2019;53.7;47.8;82.6;2.7;30.1;;;;;;;;;;;;;;;;;;;;;;
17.12.2019;53.4;47.0;82.5;3.6;30.2;;;;;;;;;;;;;;;;;;;;;;
18.12.2019;54.3;48.2;82.5;2.9;30.3;;;;;;;;;;;;;;;;;;;;;;
19.12.2019;52.7;47.2;83.7;1.8;30.3;;;;;;;;;;;;;;;;;;;;;;
20.12.2019;52.9;46.8;82.9;2.7;30.2;;;;;;;;;;;;;;;;;;;;;;
21.12.2019;53.1;48.5;86.1;3.1;30.1;;;;;;;;;;;;;;;;;;;;;;
22.12.2019;54.0;48.8;83.8;3.7;30.1;;;;;;;;;;;;;;;;;;;;;;
23.12.2019;56.8;47.0;72.5;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
24.12.2019;53.0;51.8;96.2;11.0;29.6;;;;;;;;;;;;;;;;;;;;;;
25.12.2019;51.3;48.1;90.4;11.5;29.6;;;;;;;;;;;;;;;;;;;;;;
26.12.2019;49.9;47.6;93.0;10.8;29.5;;;;;;;;;;;;;;;;;;;;;;
27.12.2019;50.7;43.8;79.3;2.8;29.7;;;;;;;;;;;;;;;;;;;;;;
28.12.2019;48.9;44.1;83.8;5.9;29.9;;;;;;;;;;;;;;;;;;;;;;
29.12.2019;49.5;46.1;88.7;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
30.12.2019;49.7;47.9;94.4;7.3;29.9;;;;;;;;;;;;;;;;;;;;;;
31.12.2019;51.7;46.4;83.8;4.1;30.0;;;;;;;;;;;;;;;;;;;;;;
1.01.2020;50.3;41.1;74.0;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
2.01.2020;49.9;40.8;72.1;6.0;29.9;;;;;;;;;;;;;;;;;;;;;;
3.01.2020;49.9;46.0;87.9;8.4;29.9;;;;;;;;;;;;;;;;;;;;;;
4.01.2020;50.1;46.7;89.2;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
5.01.2020;49.5;35.8;63.2;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
6.01.2020;47.1;42.0;82.3;9.6;29.9;;;;;;;;;;;;;;;;;;;;;;
7.01.2020;48.8;46.5;92.0;10.6;29.8;;;;;;;;;;;;;;;;;;;;;;
8.01.2020;50.5;45.9;85.3;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
9.01.2020;52.3;38.1;62.4;7.1;29.8;;;;;;;;;;;;;;;;;;;;;;
10.01.2020;51.5;30.1;45.7;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
11.01.2020;46.0;36.0;71.3;3.7;30.1;;;;;;;;;;;;;;;;;;;;;;
12.01.2020;50.3;42.4;75.7;5.0;30.1;;;;;;;;;;;;;;;;;;;;;;
13.01.2020;50.1;39.8;72.8;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
14.01.2020;48.5;38.0;70.3;4.4;30.2;;;;;;;;;;;;;;;;;;;;;;
15.01.2020;49.4;38.4;69.5;3.7;30.2;;;;;;;;;;;;;;;;;;;;;;
16.01.2020;52.4;33.5;53.2;10.1;30.1;;;;;;;;;;;;;;;;;;;;;;
17.01.2020;49.9;40.7;70.9;12.1;30.0;;;;;;;;;;;;;;;;;;;;;;
18.01.2020;49.8;36.6;65.1;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
19.01.2020;49.3;32.4;54.2;6.1;29.9;;;;;;;;;;;;;;;;;;;;;;
20.01.2020;46.2;22.1;44.7;8.3;30.1;;;;;;;;;;;;;;;;;;;;;;
21.01.2020;52.4;22.5;31.4;14.0;30.1;;;;;;;;;;;;;;;;;;;;;;
22.01.2020;51.0;22.9;35.0;7.8;30.1;;;;;;;;;;;;;;;;;;;;;;
23.01.2020;48.1;30.8;54.8;5.4;30.0;;;;;;;;;;;;;;;;;;;;;;
24.01.2020;47.9;16.4;29.0;13.7;30.1;;;;;;;;;;;;;;;;;;;;;;
25.01.2020;44.0;26.3;52.5;4.2;30.3;;;;;;;;;;;;;;;;;;;;;;
26.01.2020;49.0;35.3;61.2;5.2;30.3;;;;;;;;;;;;;;;;;;;;;;
27.01.2020;49.4;40.1;72.9;3.6;30.2;;;;;;;;;;;;;;;;;;;;;;
28.01.2020;52.7;40.3;65.5;3.9;30.0;;;;;;;;;;;;;;;;;;;;;;
29.01.2020;53.8;46.7;79.5;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
30.01.2020;53.4;51.6;93.6;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
31.01.2020;50.9;31.4;53.2;12.2;29.7;;;;;;;;;;;;;;;;;;;;;;
1.02.2020;46.1;30.4;57.9;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
2.02.2020;48.9;34.8;63.5;2.7;30.1;;;;;;;;;;;;;;;;;;;;;;
3.02.2020;50.7;37.8;65.1;3.3;30.1;;;;;;;;;;;;;;;;;;;;;;
4.02.2020;50.4;46.6;87.6;5.0;29.9;;;;;;;;;;;;;;;;;;;;;;
5.02.2020;54.8;52.5;92.9;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
6.02.2020;58.9;52.2;79.7;10.1;29.8;;;;;;;;;;;;;;;;;;;;;;
7.02.2020;51.6;47.1;85.8;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
8.02.2020;45.3;25.3;49.4;12.1;29.8;;;;;;;;;;;;;;;;;;;;;;
9.02.2020;39.2;6.7;26.4;13.2;30.2;;;;;;;;;;;;;;;;;;;;;;
10.02.2020;37.0;12.5;40.0;11.7;30.2;;;;;;;;;;;;;;;;;;;;;;
11.02.2020;35.7;15.9;47.3;4.8;30.2;;;;;;;;;;;;;;;;;;;;;;
12.02.2020;43.3;29.1;58.5;8.5;30.1;;;;;;;;;;;;;;;;;;;;;;
13.02.2020;42.7;35.6;76.3;10.0;30.2;;;;;;;;;;;;;;;;;;;;;;
14.02.2020;47.0;29.3;56.4;7.5;30.3;;;;;;;;;;;;;;;;;;;;;;
15.02.2020;52.3;22.1;31.5;13.1;30.1;;;;;;;;;;;;;;;;;;;;;;
16.02.2020;52.9;34.6;51.1;9.0;30.0;;;;;;;;;;;;;;;;;;;;;;
17.02.2020;52.1;32.7;52.0;4.1;30.0;;;;;;;;;;;;;;;;;;;;;;
18.02.2020;53.8;34.6;50.1;6.7;30.0;;;;;;;;;;;;;;;;;;;;;;
19.02.2020;57.4;39.4;54.6;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
20.02.2020;55.1;45.1;70.7;8.1;29.9;;;;;;;;;;;;;;;;;;;;;;
21.02.2020;54.4;52.3;92.8;8.5;29.8;;;;;;;;;;;;;;;;;;;;;;
22.02.2020;54.9;48.5;81.5;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
23.02.2020;53.7;49.8;87.5;6.0;30.0;;;;;;;;;;;;;;;;;;;;;;
24.02.2020;57.3;45.2;66.8;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
25.02.2020;57.3;40.1;58.2;6.0;29.8;;;;;;;;;;;;;;;;;;;;;;
26.02.2020;54.1;40.1;62.9;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
27.02.2020;55.7;48.4;77.7;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
28.02.2020;57.8;50.4;78.7;3.5;29.9;;;;;;;;;;;;;;;;;;;;;;
